Name,Price,Abv,Rating,Year_Made,Distillery,Mash_Bill,Flavor_Profile,Aging Period
"Jefferson s Presidential Select 30 year old, 45.2%",250,45.2,85,NA,"Kentucky Artisan Distillery (bottled by Jefferson's, sourced whiskey originally distilled at Stitzel-Weller Distillery)",undisclosed,"oak, vanilla, caramel, leather, spice",30
"Zackariah Harris, 40%",12,40,84,NA,Glenmore Distillery (Sazerac Company),undisclosed,"vanilla, caramel, oak, light spice",3
"J.W. Dant, 50%",13,50,84,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice",4
"Trader Joe s Kentucky Straight Bourbon, 45%",17,45,84,2022,Barton 1792 Distillery,undisclosed,"caramel, vanilla, oak, spice",5
"George Dickel No. 8, 40%",18,40,84,NA,Cascade Hollow Distilling Co.,"84% corn, 8% rye, 8% malted barley","caramel, oak, vanilla, apple, spice",5
"Jim Beam Black 8 year old, 43%",22,43,84,NA,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, oak, vanilla, spice, smooth",8
"PennyPacker, 40%",22,40,84,NA,Heaven Hill Distillery,"70% corn, undisclosed rye and malted barley percentages","caramel, vanilla, oak, sweet, mild",3
"Smooth Ambler Yearling, 46%",24,46,84,NA,Smooth Ambler Spirits,"60% corn, 20% wheat, 20% malted barley","Sweet corn, caramel, vanilla, oak, spice",2
"Ridgemont Reserve 1792 8 year old, 46.85%",25,46.9,84,2002,Barton 1792 Distillery,undisclosed,"caramel, vanilla, oak, spice, fruit",8
"Fistful of Bourbon, 45%",25,45,84,2018,William Grant & Sons,undisclosed,"caramel, vanilla, spice, oak, fruity",2
"Devils River Small Batch Texas Bourbon, 45%",25,45,84,2017,Devils River Distillery,"75% corn, 21% rye, 4% malted barley","caramel, oak, vanilla, spice",1
"Mulligan s Bourbon, 40%",27,40,84,NA,Tennessee Distilling Group,undisclosed,"sweet, caramel, vanilla, oak",4
"Wild Turkey Russell's Reserve 10 year old, 45%",29,45,84,NA,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, toffee",10
"Ezra B 15 year old Barrel #10, 49.5%",30,49.5,84,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","oak, caramel, vanilla, spice, leather",15
"Big Bottom Whiskey Port Cask Finish Batch #2 3 year old, 45.5%",35,45.5,84,NA,"Big Bottom Whiskey (sourced, original distillery undisclosed)",undisclosed,"fruity, port-influenced, sweet, oak, vanilla",3
"Cedar Ridge Iowa Bourbon, 50%",35,50,84,NA,Cedar Ridge Distillery,"74% corn, 14% malted rye, 12% malted barley","caramel, vanilla, oak, honey, spice",3
"Rock Town Arkansas Bourbon, 46%",35,46,84,NA,Rock Town Distillery,"82% corn, 9% wheat, 9% malted barley","vanilla, caramel, oak, spice, sweet",2
"Cody Road Bourbon (Batch 8), 45%",37,45,84,NA,Mississippi River Distilling Company,"70% corn, 20% wheat, 10% barley","caramel, vanilla, oak, spice",2
"Hancock's President's Reserve, 44.45%",40,44.5,84,NA,Buffalo Trace Distillery,undisclosed,"Smooth, Vanilla, Sweet Oak, Honey, Light Spice",8
"Clyde May s Straight Bourbon, 46%",40,46,84,NA,"Conecuh Brands (sourced, exact distillery undisclosed)",undisclosed,"caramel, vanilla, apple, toasted oak",4.5
"Brother s Bond Straight (Hand Selected Batch), 40%",40,40,84,2021,Brother's Bond Distilling Company (distilled and bottled by MGP),"65% corn, 22% rye, undisclosed malted barley","caramel, vanilla, oak, spice, toasted nuts",4
"Whistling Andy Straight Bourbon, 40%",45,40,84,NA,Whistling Andy Distillery,"60% corn, 17.5% barley, 17.5% wheat, 5% rye","caramel, vanilla, oak, soft spice",2
"Berkshire Mountain Terrapin Finished Bourbon, 43%",45,43,84,NA,Berkshire Mountain Distillers,undisclosed,"caramel, vanilla, oak, fruit, honey",4.4
"Spirits of French Lick The Wheater Straight Bourbon, 45%",45,45,84,NA,Spirits of French Lick,undisclosed,"caramel, vanilla, oak, spice",4
"Kings County Peated Bourbon, 45%",49,45,84,2020,Kings County Distillery,undisclosed,"smoky, earthy, caramel, peat",2
"Woody Creek Colorado Straight Bourbon, 45%",49,45,84,NA,Woody Creek Distillers,"70% Corn, 15% Rye, 15% Malted Barley","caramel, vanilla, oak, spice",4
"Corsair Buckwheat Bourbon, 50%",50,50,84,NA,Corsair Distillery,undisclosed (contains buckwheat),"nutty, earthy, grainy, spicy",2
"Jim Beam Harvest Collection Six Row Barley, 45%",50,45,84,2014,Jim Beam Distillery,undisclosed,"grainy, malt, oak, spice, caramel",11
"Wildrye Five Drops Montana Bourbon, 45%",50,45,84,NA,Wildrye Distilling,undisclosed,"caramel, vanilla, oak, spice, dried fruit",3
"Smooth Ambler Wheated Bourbon, 50%",55,50,84,NA,Smooth Ambler Spirits,"71% corn, 21% wheat, 8% malted barley","caramel, vanilla, oak, soft spice",5
"Savage & Cooke The Burning Chair Bourbon, 44%",55,44,84,2018,Savage & Cooke,"75% corn, 21% rye, 4% malted barley","caramel, vanilla, oak, spice",4.5
"Liberty Pole Peated Bourbon, 46%",57,46,84,NA,Liberty Pole Spirits,undisclosed,"smoky, caramel, vanilla, peat, oak",2
"Wyoming Single Barrel Bourbon (Barrel #1447), 44%",60,44,84,2016,Wyoming Whiskey,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, spice",5
"Chicken Cock Kentucky Straight Bourbon, 45%",60,45,84,NA,Grain & Barrel Spirits (distilled at Bardstown Bourbon Company),undisclosed,"caramel, vanilla, oak, spice",4
"Berkshire Samuel Adams Cask Finished Bourbon, 43%",63,43,84,NA,Berkshire Mountain Distillers,"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, fruit, malt",4.4
"A.D. Laws Four Grain Straight Bourbon, 47.5%",65,47.5,84,NA,Laws Whiskey House,"60% corn, 20% wheat, 10% rye, 10% malted barley","caramel, spice, oak, vanilla, grain",3
"Garrison Brothers Texas Bourbon Fall 2012 Release, 47%",70,47,84,2012,Garrison Brothers Distillery,undisclosed,"caramel, oak, spice, vanilla, rich",2
"Blinking Owl California Straight Bourbon (Batch #3), 45%",75,45,84,2021,Blinking Owl Distillery,"60% corn, 30% wheat, 10% malted barley","caramel, vanilla, oak, fruit, spice",2
"Coppersea Excelsior Straight Bourbon (Batch 1901), 48%",75,48,84,2019,Coppersea Distilling,"60% corn, 30% rye, 10% barley","caramel, spice, oak, vanilla",2
"Vintage Bourbon, 23 year old, 47%",120,47,84,NA,Kentucky Bourbon Distillers (KBD/Willett),undisclosed,"oak, caramel, vanilla, spice, dried fruit",23
"Pappy Van Winkle 23 year old Family Reserve, 47.8%",200,47.8,84,NA,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice, tobacco",23
"Old Fitzgerald Bottled in Bond, 50%",15,50,83,NA,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, spice, creamy",9
"Watkins Select, 40%",17,40,83,NA,Kentucky Bourbon Distillers (Willett Distillery),undisclosed,"caramel, vanilla, oak, sweet, smooth",3
"Jim Beam  Devil s Cut,  45%",24,45,83,2011,Jim Beam Distillery,"75% corn, 13% rye, 12% malted barley","oak, caramel, vanilla, spice",6
"Kentucky Vintage, Batch 03-65, 45%",25,45,83,NA,Willett Distillery,undisclosed,"caramel, oak, vanilla, spice",4
"Four Roses Small Batch Bourbon, 45%",30,45,83,NA,Four Roses Distillery,Undisclosed,"Fruity, Spicy, Floral, Vanilla, Caramel",6.5
"Cleveland Black Reserve Bourbon, 50%",30,50,83,NA,Cleveland Whiskey,undisclosed,"oak, caramel, spice, vanilla, rich",NA
"Chambers Bay Greenhorn Bourbon (Batch 14), 44%",30,44,83,NA,Chambers Bay Distillery,undisclosed,"caramel, vanilla, oak, spice",1
"Rock Town Arkansas Young Bourbon, 46%",35,46,83,NA,Rock Town Distillery,undisclosed,"sweet corn, vanilla, caramel, oak, cinnamon",1
"I.W. Harper, 41%",35,41,83,NA,Heaven Hill Distillery,"73% corn, 18% rye, 9% malted barley","caramel, vanilla, oak, sweet corn, fruit",4
"Union Horse Distilling Reserve Straight Bourbon (Batch 1), 46%",37,46,83,NA,Union Horse Distilling Co.,undisclosed,"caramel, oak, vanilla, spice, toasted grain",2
"Bernheim Original Kentucky Straight Wheat Whiskey, 45%",40,45,83,NA,Heaven Hill Distillery,"51% wheat, 37% corn, 12% malted barley","honey, caramel, vanilla, soft spice, gentle oak",7
"Old Forester Birthday Bourbon 12 year old, 1993 Vintage, 48%",40,48,83,1993,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, spice, dried fruit",12
"Old Forester Birthday Bourbon (2008 release), 47%",40,47,83,2008,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, spice, fruit",12
"Jim Beam Signature Craft Quarter Cask Finished, 43%",40,43,83,2013,Jim Beam Distillery,undisclosed,"oak, vanilla, caramel, spice, toasted",6
"Spirit of America Bourbon, 43%",40,43,83,NA,MGP Distillery,undisclosed,"caramel, vanilla, oak, sweet corn",2
"Still Austin Bourbon, 50%",40,50,83,2020,Still Austin Whiskey Co.,"70% white corn, 25% rye, 5% malted barley","vanilla, caramel, baking spice, oak, fruity",2
"Spirits of French Lick Lee W. Sinclair Four Grain Straight Bourbon, 45%",45,45,83,NA,Spirits of French Lick,"60% Corn, 17% Wheat, 13% Oats, 10% Caramel Malt","Caramel, Fruit, Spice, Sweet, Creamy",2
"Buffalo Trace Experimental Collection (Made with Rice), 45%",46,45,83,2011,Buffalo Trace Distillery,"Corn, rice (percentages undisclosed)","Light, Sweet, Grain, Smooth, Delicate",9
"Buffalo Trace Experimental Collection #7 Heavy Char Barrel, 45%",47,45,83,2007,Buffalo Trace Distillery,undisclosed,"rich oak, caramel, smoky, vanilla",10
"Buffalo Trace Experimental Collection Twice Barreled, 12 year old, 45%",50,45,83,NA,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice, toasted",12
"Buffalo Trace Experimental Collection Zinfandel Aged Bourbon, 18 year old, 45%",50,45,83,NA,Buffalo Trace Distillery,undisclosed,"fruity, spicy, oak, wine, vanilla",18
"Stagg Jr., 67.2%",50,67.2,83,2020,Buffalo Trace Distillery,undisclosed,"caramel, vanilla, oak, spice, dark fruit",8.5
"Blade and Bow, 45.5%",50,45.5,83,NA,Stitzel-Weller Distillery,undisclosed,"caramel, oak, vanilla, spice, dried fruit",NA
"Firestone & Robertson TX Straight Bourbon, 45%",50,45,83,2020,Firestone & Robertson Distilling Co.,undisclosed,"caramel, vanilla, oak, spice, dried fruit",4
"Leopold Bros. 4 year old Straight Bourbon, 45%",50,45,83,NA,Leopold Bros. Distillery,"64% Corn, 21% Malted Barley, 15% Abruzzi Rye","caramel, vanilla, spice, oak",4
"Wyoming Double Cask Sherry Finished Bourbon, 50%",60,50,83,2023,Wyoming Whiskey Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, dried fruit, oak, vanilla, sherry",5
"Basil Hayden Red Wine Cask Finished, 40%",60,40,83,2023,James B. Beam Distilling Co.,"63% corn, 27% rye, 10% malted barley","fruity, oak, vanilla, spice",8
"Orphan Barrel Rhetoric 21 year old, 45.15%",100,45.1,83,2015,Bernheim Distillery (Heaven Hill),"86% corn, 8% barley, 6% rye","Oak, caramel, vanilla, spice, leather",21
"Coppersea Excelsior Bourbon, 48%",100,48,83,NA,Coppersea Distilling,"60% corn, 30% rye, 10% malted barley","Rich, Spicy, Fruity, Toasted grain, Oak",2
"Redemption Barrel Proof 9 year old, 55.3%",100,55.3,83,2023,MGP of Indiana,"75% corn, 21% rye, 4% malted barley","caramel, vanilla, spice, oak, pepper",9
"J.T.S. Brown, 50%",13,50,82,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice",4
"Very Old Barton Bottled in Bond, 50%",15,50,82,NA,Barton 1792 Distillery,"undisclosed (rumored around 75% corn, 15% rye, 10% malted barley)","caramel, oak, vanilla, spice, fruity",5
"W.L. Weller Special Reserve, 45%",18,45,82,NA,Buffalo Trace Distillery,undisclosed (wheated mash bill),"caramel, vanilla, wheat, honey, smooth",7
"Wild Turkey 81, 40.5%",20,40.5,82,2011,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice",7
"O.Z. Tyler Bourbon, 45%",20,45,82,NA,O.Z. Tyler Distillery (now Green River Distilling Co.),"70% corn, 21% rye, 9% malted barley","caramel, vanilla, oak, spice",1
"Paddleford Creek Small Batch, 41.5%",21,41.5,82,NA,Undisclosed (bottled by Phillips Distilling Company),undisclosed,"caramel, vanilla, oak, spice",4
"Two Stars, 43%",21,43,82,NA,Barton 1792 Distillery,undisclosed,"caramel, vanilla, oak, spice",4
"Eagle Rare 10 year old, 45%",23,45,82,NA,Buffalo Trace Distillery,undisclosed,"caramel, vanilla, oak, spice, honey",10
"John B. Stetson, 42%",27,42,82,2012,"Undisclosed (bottled by Vision Wine & Spirits, sourced bourbon)",Undisclosed,"Vanilla, Caramel, Oak, Spice",4
"Coopers  Craft Straight Bourbon, 41.1%",29,41.1,82,2016,Brown-Forman Distillery,undisclosed,"caramel, vanilla, oak, spice",5
"Cedar Ridge Bourbon, 40%",34,40,82,NA,Cedar Ridge Distillery,"74% corn, 14% malted rye, 12% malted barley","caramel, vanilla, oak, corn sweetness",3
"McKenzie Bourbon, 45.5%",35,45.5,82,NA,Finger Lakes Distilling,"70% corn, 20% rye, 10% malted barley","caramel, vanilla, oak, spicy",4
"Patriot s Trail Bourbon, 42%",35,42,82,NA,MS Walker Distillery,undisclosed,"caramel, vanilla, oak, spice",2
"Noble Oak Bourbon (prototype), 45%",35,45,82,NA,Noble Oak Spirits Company (sourced; exact distillery undisclosed),undisclosed,"oak, caramel, vanilla, spice, dried fruit",4
"Taconic Straight Bourbon Dutchess Private Reserve, 45%",38,45,82,NA,Taconic Distillery,"70% corn, 25% rye, 5% malted barley","vanilla, caramel, oak, spice",3
"Berkshire Bourbon, 43%",40,43,82,NA,Berkshire Mountain Distillers,"72% corn, 18% rye, 10% barley","caramel, vanilla, oak, fruit, spice",4
"Old Hickory Great American Bourbon, 43%",40,43,82,NA,MGP of Indiana,undisclosed,"caramel, vanilla, oak, spice",4
"Amador Double Barrel Bourbon, 43.4%",40,43.4,82,NA,Amador Whiskey Company,undisclosed,"caramel, vanilla, oak, spice, fruit",3
"Painted Stave Diamond State Bourbon (Batch 2), 47%",40,47,82,NA,Painted Stave Distilling,undisclosed,"caramel, oak, vanilla, spice",2
"Vapor Boulder Bourbon, 42%",40,42,82,NA,Vapor Distillery,"51% Corn, 44% Malted Barley, 5% Rye","caramel, oak, vanilla, malt, spicy",2
"Bondi Bourbon, 40%",40,40,82,NA,Bondi Distillery,undisclosed,"vanilla, caramel, oak, smooth",2
"Filibuster Dual Cask Bourbon Batch No. 1, 45%",42,45,82,2013,Filibuster Distillery,"75% corn, 21% rye, 4% malted barley","caramel, vanilla, spice, oak, fruity",4
"Buffalo Trace Experimental Collection Rye 105, 45%",47,45,82,NA,Buffalo Trace,undisclosed,"spicy, rye, oak, caramel, pepper",11.75
"Buffalo Trace Experimental Collection 12 year old bourbon from floor #9, 45%",47,45,82,NA,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice",12
"Jim Beam Signature Craft Whole Rolled Oat, 45%",50,45,82,2014,Jim Beam Distillery,undisclosed,"creamy, oat, sweet, soft spice",11
"Booker s 2016-03  Toogie s Invitation,  64.5%",60,64.5,82,2016,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spice, toasted nuts",7
"Cooper s Legacy Bourbon, 50%",65,50,82,NA,Cooper's Craft Distillery (Brown-Forman),undisclosed,"caramel, oak, vanilla, spice",4
"Two James Grass Widow, 45.5%",69,45.5,82,NA,Two James Spirits,undisclosed,"caramel, dried fruit, spice, oak",2.5
"Vintage Bourbon, 21 year old, 47%",80,47,82,NA,Kentucky Bourbon Distillers (KBD) / Willett Distillery,undisclosed,"oak, caramel, spice, vanilla, tobacco",21
"Hillrock Solera Aged Bourbon (Barrel No. 12), 46.3%",80,46.3,82,NA,Hillrock Estate Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",6
"Woodford Reserve Master s Collection Maple Wood Finish, 47.2%",90,47.2,82,2009,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","maple, caramel, oak, vanilla, spice",7
"Blood Oath Pact No. 1, 49.3%",90,49.3,82,2015,Lux Row Distillers,undisclosed,"vanilla, caramel, oak, spicy, dried fruit",9
"Barrell Armida, 56.05%",90,56,82,2020,Barrell Craft Spirits,undisclosed,"fruity, spicy, sweet, rich, floral",7.5
"The Classic Cask Kentucky Straight Rye Whiskey, 21 year old, 45%",120,45,82,NA,Undisclosed,Undisclosed,"Spicy, Oak, Vanilla, Herbal, Pepper",21
"Knob Creek 2001 (Batch 1), 50%",130,50,82,2001,Jim Beam Distillery,"75% corn, 13% rye, 12% malted barley","oak, caramel, vanilla, spice, toasted nuts",14
"Eagle Rare Single Barrel 10 year old, 45%",25,45,81,NA,Buffalo Trace Distillery,"undisclosed (Buffalo Trace Mash Bill #1, low rye, exact percentages undisclosed)","caramel, vanilla, oak, spice, toffee",10
"Evan Williams Single Barrel 1998 Vintage, 43.3%",25,43.3,81,1998,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","caramel, vanilla, oak, spice, fruity",9
"Winchester Small Batch, 45%",25,45,81,NA,TerrePURE Spirits,undisclosed,"caramel, vanilla, oak, spice",4
"Old Forester Signature, 50%",26,50,81,NA,Brown-Forman Distillery,"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, spice, fruit",4
"Jefferson's 'Very Small Batch' Bourbon, 44%",28,44,81,NA,Kentucky Artisan Distillery,undisclosed,"caramel, vanilla, oak, spice, smooth",8
"Catskill Most Righteous Bourbon, 42.5%",30,42.5,81,NA,Catskill Distilling Company,undisclosed,"caramel, vanilla, oak, spice",2
"American Barrels Bourbon, 45%",30,45,81,NA,Undisclosed (sourced),Undisclosed,"Vanilla, Caramel, Oak, Spice",2
"J.R. Revelry Bourbon, 45%",32,45,81,NA,Crafted by J.R. Revelry (sourced; exact distillery undisclosed),undisclosed,"vanilla, caramel, spice, oak",2
"Smooth Ambler Old Scout Bourbon, 49.5%",34,49.5,81,NA,Smooth Ambler (sourced; originally distilled by MGP),"60% Corn, 36% Rye, 4% Malted Barley","caramel, spice, oak, vanilla, cinnamon",6
"Wyoming Small Batch Bourbon, 44%",43,44,81,NA,Wyoming Whiskey Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, baking spice",4
"Cleveland Underground Bourbon Finished with Hickory Wood, 47%",45,47,81,NA,Cleveland Whiskey,undisclosed,"smoked, woody, caramel, spicy",NA
"Giant French Oak Barrel 23 year old, 45%",47,45,81,NA,Undisclosed,Undisclosed,"Oak, Vanilla, Spice, Caramel, Leather",23
"Buffalo Trace Experimental Collection Rye 90, 45%",47,45,81,NA,Buffalo Trace Distillery,undisclosed,"Rye spice, caramel, oak, vanilla",11.75
"Buffalo Trace Experimental Collection Chardonnay Aged Bourbon, 18 year old, 45%",50,45,81,NA,Buffalo Trace Distillery,undisclosed,"oak, fruit, vanilla, wine, caramel",18
"Bib and Tucker Small Batch 6 year old, 46%",55,46,81,2014,Tennessee Distilling Group,"70% corn, 26% rye, 4% malted barley","Vanilla, Oak, Caramel, Spice, Cinnamon",6
"Boatwright Single Barrel Bourbon, 45%",55,45,81,NA,Boatwright Bourbon Company,undisclosed,"caramel, vanilla, oak, spice",4
"Chicago Distilling Blind Tiger Bourbon, 45%",65,45,81,NA,Chicago Distilling Company,undisclosed,"caramel, vanilla, oak, spice",2
"Oregon Spirit Bottled in Bond Bourbon, 50%",75,50,81,2018,Oregon Spirit Distillers,undisclosed,"caramel, vanilla, oak, spice",4
"Reservoir Bourbon, 50%",80,50,81,NA,Reservoir Distillery,100% corn,"sweet corn, caramel, vanilla, oak",4
"Woodford Reserve Master's Collection 1838 Sweet Mash, 43.2%",90,43.2,81,2008,Woodford Reserve Distillery,undisclosed,"sweet, fruity, caramel, spice",7
"Woodford Reserve Master s Collection Four Wood, 47.2%",100,47.2,81,2012,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","Oak, Caramel, Vanilla, Spice, Fruit",7
"Woodford Reserve Master s Collection Sonoma-Cutrer Finish, 45.2%",100,45.2,81,2014,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","fruity, vanilla, oak, spice, caramel",7
"Bardstown Bourbon Co. Destillar  Orange Cura ao Barrel-Finished, 50%",125,50,81,2023,Bardstown Bourbon Company,undisclosed,"citrus, orange, spice, caramel",7
"Old Blowhard 26 year old, 45.35%",150,45.4,81,2014,Heaven Hill Distillery,undisclosed,"oak, caramel, vanilla, spice, leather",26
"Black Eagle, 40%",12,40,80,NA,Minnesota Distilling Company,undisclosed,"caramel, vanilla, oak, sweet, smooth",2
"Southshot, 40%",13,40,80,NA,Undisclosed,Undisclosed,"Sweet, Smooth, Caramel, Vanilla",2
"Rebel Yell, 40%",13,40,80,NA,Lux Row Distillers,Undisclosed (wheated),"Vanilla, Caramel, Honey, Soft, Sweet",4
"George Dickel Cascade Hollow, 40%",16,40,80,NA,Cascade Hollow Distilling Co. (George Dickel),"84% corn, 8% rye, 8% malted barley","caramel, vanilla, oak, smooth, sweet",3
